zip_code,City,investment_score,vacancy_rate,price_cut_rate,inv_chg_6m_pct,d_vacancy,d_price_cuts,d_inventory,distress_score
92679,Coto de Caza,36.33720930232559,0.0412103746397694,0.272108843537415,16.666666666666675,43.02325581395349,86.04651162790698,37.2093023255814,60.63953488372093
92823,Brea,28.80813953488372,0.1124721603563474,,,87.20930232558139,50.58139534883721,50.58139534883721,59.73837209302326
92617,Irvine,46.48255813953488,0.1099128040385497,,,86.04651162790698,50.58139534883721,50.58139534883721,59.44767441860465
92675,San Juan Capistrano,39.01162790697675,0.074687738975274,0.205607476635514,35.443037974683534,73.25581395348837,43.02325581395349,72.09302325581395,59.302325581395344
92887,Yorba Linda,45.0,0.034516765285996,0.2575757575757575,24.52830188679245,30.23255813953488,77.90697674418605,54.65116279069767,59.01162790697674
92655,,59.38953488372093,0.0908366533864541,,,80.23255813953489,50.58139534883721,50.58139534883721,57.99418604651163
92688,Rancho Santa Margarita,46.51162790697675,0.023342073287715,0.3050847457627119,17.999999999999993,11.627906976744185,93.02325581395348,40.69767441860465,56.97674418604651
92677,Laguna Niguel,44.418604651162795,0.0762312294464915,0.2017937219730941,28.160919540229877,75.5813953488372,41.86046511627907,62.7906976744186,56.56976744186046
92610,Lake Forest,42.44186046511628,0.0421514818880351,0.2162162162162162,27.586206896551737,44.18604651162791,60.46511627906976,60.46511627906976,56.3953488372093
92653,Laguna Hills,31.627906976744185,0.0609914593390271,0.2253521126760563,12.698412698412698,68.6046511627907,64.53488372093024,33.72093023255814,56.30813953488373
92676,Silverado,35.93023255813954,0.0495867768595041,,30.000000000000004,53.48837209302325,50.58139534883721,66.27906976744185,56.01744186046511
92866,Orange,63.343023255813954,0.0684857246114925,,,72.09302325581395,50.58139534883721,50.58139534883721,55.95930232558139
92663,Newport Beach,55.98837209302326,0.1691272659316015,0.1702127659574468,44.61538461538461,90.69767441860465,19.767441860465116,79.06976744186046,55.29069767441861
92646,Huntington Beach,48.43023255813954,0.0365235192853487,0.26,16.279069767441868,34.883720930232556,80.23255813953489,34.883720930232556,55.29069767441861
92844,Garden Grove,51.86046511627907,0.0424647364513734,0.2272727272727272,22.222222222222232,45.348837209302324,67.44186046511628,45.348837209302324,55.2906976744186
90631,La Habra,57.96511627906977,0.0310018394723854,0.2347826086956521,25.0,20.930232558139537,73.25581395348837,55.81395348837209,54.94186046511628
92661,Newport Beach,70.63953488372093,0.6206088992974239,0.0714285714285714,75.0,97.67441860465115,1.744186046511628,96.51162790697676,54.156976744186046
92780,Tustin,50.75581395348837,0.0502825510321762,0.1904761904761904,50.0,54.65116279069767,33.72093023255814,83.72093023255815,53.95348837209303
92657,Newport Beach,49.970930232558146,0.177734375,0.2068965517241379,0.0,93.02325581395348,56.97674418604651,14.534883720930234,53.25581395348837
92648,Huntington Beach,63.08139534883721,0.0846354166666666,0.2109375,5.785123966942152,79.06976744186046,58.139534883720934,22.093023255813954,52.55813953488372
92606,Irvine,58.75000000000001,0.0601595391092399,0.25,-11.111111111111116,66.27906976744185,75.5813953488372,5.232558139534884,52.15116279069767
92624,Dana Point,42.44186046511628,0.210911753936287,0.2058823529411764,9.6774193548387,95.34883720930233,44.18604651162791,27.906976744186046,52.093023255813954
92691,Mission Viejo,38.372093023255815,0.0368211107701749,0.2346938775510204,11.363636363636353,36.04651162790697,72.09302325581395,30.23255813953488,50.52325581395348
92868,Orange,53.02325581395349,0.0748144601388556,0.2222222222222222,-6.896551724137934,74.4186046511628,62.2093023255814,8.13953488372093,49.04069767441861
90623,La Palma,47.09302325581396,0.0223984142715559,,45.45454545454546,8.13953488372093,50.58139534883721,80.23255813953489,48.866279069767444
